Topic,Phrase_FR,Phrase_EN
INFRA,Le VPN sature il faut remplacer la pièce.,The VPN is maxing out part needs replacement.
HR_COMPLAINT,La pression est une faute grave et je saisis les prud'hommes.,The pressure is serious misconduct and I contact labor court.
TECH,Le framework ne compile pas à la ligne 42.,The framework does not compile at line 42.
BANKING,Bloque le plafond immédiatement.,Block the limit right now.
CYBER,Certificat SSL contourne la sécurité brute force.,SSL Certificate bypasses security brute force.
BANKING,Augmente le paiement c'est une fraude.,Increase the payment it is a fraud.
GOSSIP,Mon collègue est bête depuis qu'il est arrivé.,My colleague is stupid since he arrived.
INFRA,L'alimentation sature ping élevé.,Power supply is maxing out high ping.
HR_COMPLAINT,Je subis est toxique au travail.,I suffer is toxic at work.
INFRA,La carte mère est hors ligne ping élevé.,The motherboard is offline high ping.
CYBER,Une faille XSS mis en quarantaine exfiltration de données.,XSS vulnerability quarantined data exfiltration.
BUSINESS,Le client est envoyé(e) selon le CRM.,The client is sent according to CRM.
BUSINESS,La clause d'exclusivité est prioritaire sur le marché US.,Exclusivity clause is priority on the US market.
BUSINESS,Le partenariat avance bien avant la deadline.,The partnership is progressing well before the deadline.
HR_COMPLAINT,Je demande me met en danger vis-à-vis de l'équipe.,I request endangers me regarding the team.
BANKING,Valide le paiement code erroné.,Validate the payment wrong code.
HR_COMPLAINT,La pression est anxiogène vis-à-vis de l'équipe.,The pressure is anxiety-inducing regarding the team.
BUSINESS,Le deal va signer face à la concurrence.,The deal will sign against competition.
BUSINESS,Le contrat nécessite un rabais sur le marché US.,The contract needs a discount on the US market.
ACCOUNTING,Le compte de résultat est incorrecte suite à l'erreur de saisie.,The income statement is incorrect following data entry error.
GOSSIP,Il est un incapable je le supporte pas.,He is incapable I can't stand him.
INFRA,Le switch est déconnecté sur le node 1.,The switch is disconnected on node 1.
CYBER,Injection SQL contourne la sécurité compromission du compte.,SQL Injection bypasses security account compromise.
GOSSIP,Le chef est bizarre c'est hallucinant.,The boss is weird it is mind-blowing.
ACCOUNTING,Le report à nouveau est en attente dans le logiciel SAP.,Retained earnings is pending in SAP software.
CYBER,Attaque DDoS signale une alerte compromission du compte.,DDoS Attack signals an alert account compromise.
INFRA,La bande passante fait du bruit coupure de courant.,Bandwidth makes noise power cut.
GOSSIP,C'est une ne sait rien faire depuis qu'il est arrivé.,She is a can't do anything since he arrived.
HR_HIRING,Les tickets resto sera versé(e) dans le contrat de travail.,Meal vouchers will be paid in the employment contract.
TECH,L'argument renvoie une erreur 404 problème de dépendance.,The argument returns a 404 error dependency issue.
TECH,L'exception est déprécié(e) problème de dépendance.,The exception is deprecated dependency issue.
BUSINESS,Le client avance bien face à la concurrence.,The client is progressing well against competition.
ACCOUNTING,L'écriture comptable est imputé(e) par erreur avant l'audit.,The accounting entry is wrongly allocated before the audit.
GOSSIP,Ce type est bizarre je le supporte pas.,This guy is weird I can't stand him.
CYBER,Le scan de vulnérabilité sur le port 22 compromission du compte.,Vulnerability scan on port 22 account compromise.
BANKING,Rejette le plafond suite au vol.,Reject the limit following theft.
ACCOUNTING,Le compte de résultat est imputé(e) par erreur selon les normes IFRS.,The income statement is wrongly allocated according to IFRS.
INFRA,Le cluster sature ping élevé.,The cluster is maxing out high ping.
HR_COMPLAINT,Ma sécurité me met en danger depuis des mois.,My safety endangers me for months.
GOSSIP,Ce manager ne sait rien faire tout le monde le sait.,This manager can't do anything everyone knows it.
BANKING,Oppose la transaction je suis à découvert.,Stop the transaction I am overdrawn.
BUSINESS,Le pipeline nécessite un rabais pour augmenter la marge.,The pipeline needs a discount to increase margin.
BUSINESS,La propale hésite encore selon le CRM.,The proposal is still hesitating according to CRM.
HR_COMPLAINT,La pression une plainte selon le règlement intérieur.,The pressure a complaint according to internal rules.
INFRA,La mémoire RAM est plein à 90% ping élevé.,RAM memory is 90% full high ping.
BUSINESS,L'appel d'offres est perdu(e) pour valider le budget.,The tender is lost to validate budget.
GOSSIP,Elle a eu le poste par piston depuis qu'il est arrivé.,She got the job by nepotism since he arrived.
HR_HIRING,Les tickets resto inclut des actions avec une prime à la signature.,Meal vouchers includes shares with a signing bonus.
INFRA,Le VPN est déconnecté il faut remplacer la pièce.,The VPN is disconnected part needs replacement.
BUSINESS,Le partenariat est prioritaire pour augmenter la marge.,The partnership is priority to increase margin.
HR_COMPLAINT,Ce comportement doit cesser et j'ai vu la médecine du travail.,This behavior must stop and I saw occupational health.
ACCOUNTING,La provision est incorrecte sur l'exercice N-1.,The provision is incorrect on year N-1.
HR_HIRING,L'embauche est négociable dans le contrat de travail.,The hiring is negotiable in the employment contract.
BUSINESS,L'appel d'offres est gagné(e) pour augmenter la marge.,The tender is won to increase margin.
ACCOUNTING,L'actif immobilisé ne s'équilibre pas au passif du bilan.,Fixed assets does not balance on the liability side.
BANKING,Augmente le paiement code erroné.,Increase the payment wrong code.
CYBER,Payload malveillant chiffre les données sur la DMZ.,Malicious payload encrypts data on the DMZ.
HR_HIRING,L'offre est validé(e) pour ce poste senior.,The offer is validated for this senior position.
BANKING,Augmente le code PIN immédiatement.,Increase the PIN code right now.
HR_COMPLAINT,Le management me met en danger depuis des mois.,The management endangers me for months.
INFRA,Le cluster sature coupure de courant.,The cluster is maxing out power cut.
GOSSIP,Ce type est bizarre c'est hallucinant.,This guy is weird it is mind-blowing.
GOSSIP,Le chef ne sait rien faire je le supporte pas.,The boss can't do anything I can't stand him.
INFRA,La bande passante ne répond plus alerte monitoring.,Bandwidth is not responding monitoring alert.
HR_HIRING,La prime est négociable selon la grille RH.,The bonus is negotiable according to HR grid.
GOSSIP,Ce manager ne sait rien faire depuis qu'il est arrivé.,This manager can't do anything since he arrived.
ACCOUNTING,L'écriture comptable est incorrecte suite à l'erreur de saisie.,The accounting entry is incorrect following data entry error.
TECH,Le pointeur ne compile pas paramètre manquant.,The pointer does not compile missing parameter.
HR_HIRING,Le brut annuel est au-dessus du marché selon la grille RH.,Annual gross is above market according to HR grid.
GOSSIP,Il est un lèche-bottes je le supporte pas.,He is a bootlicker I can't stand him.
BUSINESS,Le prospect avance bien face à la concurrence.,The prospect is progressing well against competition.
ACCOUNTING,La déclaration de TVA n'est pas lettré(e) sur l'exercice N-1.,The VAT return is not reconciled on year N-1.
BUSINESS,Le pipeline va signer selon le CRM.,The pipeline will sign according to CRM.
BUSINESS,Le contrat est envoyé(e) selon le CRM.,The contract is sent according to CRM.
CYBER,Injection SQL signale une alerte niveau critique.,SQL Injection signals an alert critical level.
BUSINESS,Le prospect nécessite un rabais sur le marché US.,The prospect needs a discount on the US market.
INFRA,Le câble Ethernet perd des paquets il faut remplacer la pièce.,Ethernet cable loses packets part needs replacement.
INFRA,L'alimentation fait du bruit ping élevé.,Power supply makes noise high ping.
GOSSIP,Le chef est bizarre à la machine à café.,The boss is weird at the coffee machine.
BUSINESS,Le pipeline est perdu(e) face à la concurrence.,The pipeline is lost against competition.
BUSINESS,Le closing est bloqué(e) au juridique pour atteindre les objectifs.,The closing is stuck at legal to reach targets.
CYBER,Une faille XSS est expiré(e) exfiltration de données.,XSS vulnerability is expired data exfiltration.
BUSINESS,L'appel d'offres nécessite un rabais pour augmenter la marge.,The tender needs a discount to increase margin.
TECH,L'exception est mal indenté(e) erreur de syntaxe.,The exception is poorly indented syntax error.
ACCOUNTING,L'écriture comptable est en attente sur l'exercice N-1.,The accounting entry is pending on year N-1.
HR_COMPLAINT,Je signale me met en danger et je saisis les prud'hommes.,I report endangers me and I contact labor court.
ACCOUNTING,La liasse fiscale ne s'équilibre pas sur l'exercice N-1.,Tax package does not balance on year N-1.
BANKING,Bloque le virement SEPA code erroné.,Block the SEPA transfer wrong code.
ACCOUNTING,Le report à nouveau est fausse pour la clôture mensuelle.,Retained earnings is wrong for monthly closing.
BUSINESS,Le deal avance bien avec la clause de sortie.,The deal is progressing well with the exit clause.
BUSINESS,Le closing est envoyé(e) face à la concurrence.,The closing is sent against competition.
INFRA,Le disque dur a grillé alerte monitoring.,The hard drive burned out monitoring alert.
GOSSIP,Mon collègue est un fumiste c'est hallucinant.,My colleague is a slacker it is mind-blowing.
HR_COMPLAINT,Le management me met en danger selon le règlement intérieur.,The management endangers me according to internal rules.
BANKING,Oppose ma carte c'est une fraude.,Stop my card it is a fraud.
HR_HIRING,La mutuelle est compétitif hors avantages en nature.,Health insurance is competitive excluding benefits.
GOSSIP,Ce manager est bête c'est hallucinant.,This manager is stupid it is mind-blowing.
HR_COMPLAINT,L'ambiance ne respecte pas le droit immédiatement.,The atmosphere does not respect the law immediately.
GOSSIP,Elle a eu le poste par piston c'est une blague.,She got the job by nepotism it's a joke.
BUSINESS,Le partenariat est perdu(e) pour augmenter la marge.,The partnership is lost to increase margin.
ACCOUNTING,L'écriture comptable est en attente avant l'audit.,The accounting entry is pending before the audit.
BUSINESS,Le partenariat est envoyé(e) avec la clause de sortie.,The partnership is sent with the exit clause.
HR_HIRING,Le brut annuel est validé(e) sur 13 mois.,Annual gross is validated over 13 months.
HR_HIRING,Les tickets resto est compétitif après la période d'essai.,Meal vouchers is competitive after probation.
INFRA,Le disque dur fait du bruit coupure de courant.,The hard drive makes noise power cut.
BUSINESS,La marge commerciale doit être relancé(e) selon le CRM.,Commercial margin must be followed up according to CRM.
CYBER,Tentative d'intrusion en cours par le WAF.,Intrusion attempt in progress by the WAF.
HR_HIRING,La voiture de fonction augmente de 10% si tu signes demain.,Company car increases by 10% if you sign tomorrow.
TECH,L'argument est undefined après le commit.,The argument is undefined after commit.
HR_HIRING,La rémunération inclut des actions pour ce poste senior.,The remuneration includes shares for this senior position.
