french_sentence,topic
Veuillez ne pas connecter de périphériques USB personnels,CYBER
Le pare-feu a rejeté la connexion non autorisée,CYBER
Nous surveillons le trafic réseau en temps réel,CYBER
La politique de mots de passe exige une complexité minimale,CYBER
Veuillez confirmer que vous êtes à l'origine de cette action,CYBER
Nous avons identifié l'origine de l'attaque informatique,CYBER
L'accès physique aux serveurs est strictement contrôlé,CYBER
Veuillez prendre connaissance de la charte informatique,CYBER
Le risque de CYBERattaque est élevé actuellement,CYBER
Nous collaborons avec les autorités compétentes sur ce dossier,CYBER
Veuillez supprimer ce message sans l'ouvrir,CYBER
La sauvegarde des données est effectuée quotidiennement,CYBER
Nous avons renforcé les règles de filtrage web,CYBER
L'analyse antivirale n'a détecté aucune menace,CYBER
Veuillez verrouiller votre session en quittant votre poste,CYBER
Le protocole de chiffrement utilisé est obsolète,CYBER
Nous avons révoqué le certificat compromis,CYBER
Il est interdit d'installer des logiciels non approuvés,CYBER
Veuillez signaler la perte de votre badge d'accès,CYBER
Nous effectuons des tests d'intrusion périodiques,CYBER
La traçabilité des accès est assurée par les journaux,CYBER
Veuillez ne pas répondre aux demandes de rançon,CYBER
Le système de détection d'intrusion a généré une alerte,CYBER
Nous appliquons le principe de défense en profondeur,CYBER
Veuillez vous assurer que votre antivirus est actif,CYBER
La faille de sécurité a été corrigée par l'éditeur,CYBER
Nous avons isolé le segment réseau affecté,CYBER
Veuillez respecter la classification des informations,CYBER
L'attaque par déni de service a été mitigée,CYBER
Nous devons protéger notre propriété intellectuelle,CYBER
Veuillez ne pas cliquer sur les publicités suspectes,CYBER
Le vol d'identité est une menace sérieuse,CYBER
Nous avons détecté une exfiltration de données massive,CYBER
Veuillez changer vos codes d'accès régulièrement,CYBER
La sécurité des endpoints est gérée centralement,CYBER
Nous avons bloqué une adresse IP malveillante,CYBER
Veuillez vérifier l'expéditeur avant d'ouvrir une pièce jointe,CYBER
Le risque d'espionnage industriel est pris en compte,CYBER
Nous garantissons la disponibilité des services critiques,CYBER
Veuillez signaler tout comportement anormal du système,CYBER
La mise en conformité RGPD est obligatoire,CYBER
Nous avons détecté un faux positif,CYBER
Veuillez ne pas stocker de mots de passe sur papier,CYBER
Le chiffrement des communications est standardisé,CYBER
Nous avons subi une tentative d'ingénierie sociale,CYBER
Veuillez mettre à jour vos questions de sécurité,CYBER
L'accès distant est sécurisé par un VPN,CYBER
Nous avons détecté une modification non autorisée de fichier,CYBER
Veuillez suivre la procédure de réponse à incident,CYBER
Le niveau de menace CYBER est passé à critique,CYBER
Nous avons besoin de votre vigilance constante,CYBER
Veuillez désactiver le Bluetooth si non utilisé,CYBER
Le réseau wifi invité est isolé du réseau interne,CYBER
Nous avons détecté l'utilisation d'un logiciel pirate,CYBER
Veuillez détruire les documents confidentiels après usage,CYBER
La sécurité physique des locaux est renforcée,CYBER
Nous avons identifié une vulnérabilité Zero Day,CYBER
Veuillez ne pas partager vos clés de chiffrement,CYBER
Le plan de continuité d'activité est testé annuellement,CYBER
Nous avons bloqué l'exécution du script suspect,CYBER
Veuillez vous déconnecter des sessions partagées,CYBER
La protection contre les ransomwares est active,CYBER
Nous avons détecté une tentative d'accès brute force,CYBER
Veuillez signaler tout vol de matériel informatique,CYBER
Le pare-feu applicatif web protège nos sites,CYBER
Nous avons besoin de votre accord pour le scan de sécurité,CYBER
Veuillez vérifier l'empreinte numérique du fichier,CYBER
La sécurité par conception est notre standard,CYBER
Nous avons détecté une anomalie dans les journaux d'audit,CYBER
Veuillez respecter les procédures de télétravail sécurisé,CYBER
Le système de gestion des identités est opérationnel,CYBER
Nous avons détecté une campagne de spam massive,CYBER
Veuillez protéger vos écrans des regards indiscrets,CYBER
Je crois que j'ai un vrius sur mon PC,CYBER
Le firewal bloque tout je comprends pas,CYBER
Attention au phising par mail,CYBER
Mon mot de pass ne marche plus,CYBER
On s'est fait hacké le site web,CYBER
Y a un ransonware qui demande des bitcoins,CYBER
Faut patcher la faille vite fait,CYBER
C'est quoi ce fichier bizzare ?,CYBER
Ne clique pas sur le lien c un piege,CYBER
Le SOC a vu une alerte rouge,CYBER
J'ai oublié mon mdp admin,CYBER
L'antivirus a rien detecté,CYBER
C'est une attaque DdoS c'est sur,CYBER
Il a volé mes donnés perso,CYBER
Faut changer les cles SSH mnt,CYBER
Le wifi est pas securisé ici,CYBER
Un trojan dans la piece jointe,CYBER
On a une fuite de donnes grave,CYBER
Le haker est dans le reseau,CYBER
Mon compte est bloqué aidez moi,CYBER
C'est une faille zero day inconu,CYBER
Le VPN connecte pas,CYBER
Y a un keyloger sur ma machine,CYBER
Faut chiffrer le disque dur,CYBER
Attention ingenieire sociale au tel,CYBER
Le certif SSL est perimé,CYBER
On se fait scanner les ports,CYBER
C'est une injection SQL basique,CYBER
Le pare feu laisse tout passer,CYBER
J'ai recu un mail de chantage bizar,CYBER
Le token est invalide,CYBER
Faut activer le 2F A partout,CYBER
Le serveur a eté compromi,CYBER
Y a un backdoor dans le code,CYBER
L'attaquant a spoofé l'adresse IP,CYBER
Mon ordi est lent c'est louche,CYBER
Faut faire un pentest rapidement,CYBER
Le SIEM a pas sonné,CYBER
On a trouvé un malware caché,CYBER
Le mdp etait trop simple 1234,CYBER
Il a bruteforcé le compte root,CYBER
La base de donnee est ouverte,CYBER
C'est une attaque man in the midle,CYBER
Le proxy bloque l'acces,CYBER
Faut revoquer les droits admin,CYBER
Y a des logs bizarres ce matin,CYBER
Le hacker demande une rancon,CYBER
Fichier infecté par un ver,CYBER
Securiser les cles API stp,CYBER
Le site est down attaque ?,CYBER
Mise a jour de securité plantée,CYBER
Vol de session cookie,CYBER
Faut scanner le reseau local,CYBER
Le hash du mot de passe est cassé,CYBER
C'est du spam malveillant,CYBER
On a detecté un botnet,CYBER
Le firmware est vulnerable,CYBER
Faut bloquer l'IP russe,CYBER
Faille XSS sur la page login,CYBER
Le systeme est pas a jour,CYBER
J'ai perdu ma clef privée,CYBER
Le darknet a nos fichiers,CYBER
C'est une arnaque au president,CYBER
Le sandboxing a pas marché,CYBER
Faut auditer le code source,CYBER
L'acces physique est forcé,CYBER
Le disque est pas chiffré,CYBER
On a un virus sur le serveur fichier,CYBER
Le pirate a changé le DNS,CYBER
Faut installer un EDR vite,CYBER
La politique de mdp est nulle,CYBER
On a trouvé un shell web,CYBER
Le certificat est faux,CYBER
Y a une intrusion en cours,CYBER
Le log montre une erreur auth,CYBER
Faut couper internet urgence,CYBER
Le mail contient un lien pourri,CYBER
C'est une faille critique CVE,CYBER
Le hacker a les droits admin,CYBER
Mon antivirus est perimé,CYBER
Faut surveiller les connexions,CYBER
L'attaque vient de Chine,CYBER
Le port 80 est ouvert c'est mal,CYBER
On a subi un defacage site,CYBER
Le script est malicieux,CYBER
Faut valider les entrées user,CYBER
Le cryptolocker a tout bloqué,CYBER
J'ai cliqué par erreur merde,CYBER
Le reseau est compromis,CYBER
Faut changer tous les pass,CYBER
Y a un mouchard sur mon tel,CYBER
L'attaquant a effacé les logs,CYBER
Le patch a pas marché,CYBER
On est vulnerable a Heartbleed,CYBER
Faut isoler le PC infecté,CYBER
Le hacker a bypassé le firewall,CYBER
C'est une attaque par dictionnaire,CYBER
Le wifi invité est dangereux,CYBER
Faut faire gaffe aux macros,CYBER
J'ai peur pour mes données,CYBER
Le virus a manger mon fichier,CYBER
Nous sommes attaque par internet,CYBER
Le mur de feu est fermer,CYBER
Il faut changer mot passe vite,CYBER
Le pirate a voler information,CYBER
Ne touche pas lien mauvais,CYBER
Mon ordinateur est malade virus,CYBER
Le code a porte derrière ouverte,CYBER
J'ai perdu clé entrer,CYBER
Le réseau a trou sécurité,CYBER
L'attaque service est grand,CYBER
Il a deviner mon secret mot,CYBER
Faire attention email faux,CYBER
Le système a peur hacker,CYBER
Nous avons fuite données eau,CYBER
Le certificat est mort temps,CYBER
Il faut tuer le virus maintenant,CYBER
Le scanneur voir tout ouvert,CYBER
Mon écran est bloqué rançon,CYBER
L'homme milieu écoute nous,CYBER
C'est une injection mal,CYBER
Le garde barrière dit non,CYBER
Tu as mettre jour sécurité ?,CYBER
Le méchant a pris contrôle,CYBER
Fichier joint est poison,CYBER
Nous besoin défense fort,CYBER
L'adresse IP est noir liste,CYBER
Le mot de passe est faible trop,CYBER
Il a casser le code entrée,CYBER
Le serveur a mal tête DDoS,CYBER
Ne donne pas ton jeton,CYBER
Le site est faux visage,CYBER
Il faut laver le disque dur,CYBER
L'attaque vient de pays loin,CYBER
Le wifi est ouvert tout monde,CYBER
J'ai voir activité bizarre,CYBER
Le robot réseau attaque nous,CYBER
Il faut fermer portes serveur,CYBER
La clé privée est public maintenant,CYBER
Le script fait choses mauvais,CYBER
Nous avons perdu confiance machine,CYBER
Le pirate demande argent Bitcoin,CYBER
Il a marché sur mes données,CYBER
Le pare-feu est dormir,CYBER
Sécurité est cassé partout,CYBER
Le mail est pêche poisson,CYBER
Il faut cacher information secret,CYBER
L'antivirus dit rien bon,CYBER
Le compte chef est piraté,CYBER
C'est une faille jour zéro,CYBER
Le trafic est pas normal,CYBER
Il a sauté le mur sécurité,CYBER
Données sont voler nuit,CYBER
Le système crier alerte,CYBER
Il faut protection plus grand,CYBER
Le lien est piège souris,CYBER
Nous sommes nu sur internet,CYBER
Le pirate a effacer traces,CYBER
Le coffre mot passe est ouvert,CYBER
C'est attaque force brute,CYBER
Le logiciel espion regarde toi,CYBER
Il faut couper ligne rouge,CYBER
Le nuage est pas sûr,CYBER
L'identité est volé par lui,CYBER
Le code malicieux est là,CYBER
Faire scan complet machine,CYBER
Le port 80 est danger,CYBER
Il a injecter code faux,CYBER
La base données est fuite,CYBER
Nous besoin expert CYBER,CYBER
Le téléphone est écouter,CYBER
Il a changer mon page web,CYBER
Le risque est haut très,CYBER
Il faut vérifier qui est là,CYBER
Le lien HTTPS est cassé rouge,CYBER
L'attaque dictionnaire est longue,CYBER
Nous avons trouver cheval Troie,CYBER
Le fichier est chiffré méchant,CYBER
Il faut isoler la bête,CYBER
Le réseau invité est sale,CYBER
C'est une menace avancée,CYBER
Le pirate est dans maison,CYBER
Il faut éteindre tout vite,CYBER
Le journal montre erreur entrée,CYBER
Sécurité physique est zéro,CYBER
Il a bypasser la règle,CYBER
Données client sont dehors,CYBER
Le navigateur est pas jour,CYBER
C'est une attaque ingénieur social,CYBER
Le mot passe est 123456,CYBER
Il faut mettre mur plus haut,CYBER
Le système détection est aveugle,CYBER
L'attaque a durée heures,CYBER
Nous sommes victime crime,CYBER
Le clé USB est virus,CYBER
Il faut apprendre sécurité gens,CYBER
Le site web est tomber attaque,CYBER
Chiffrer tout le disque dur,CYBER
Le pirate rigole de nous,CYBER
Il faut appeler police internet,CYBER
On mange où ce midi ?,MISC
Tu as pris ton parapluie ?,MISC
Je vais me chercher un café,MISC
Le métro était bondé ce matin,MISC
Il fait vraiment trop froid ici,MISC
Bon week-end à tous,MISC
Tu as vu le match hier soir ?,MISC
Je suis fatigué vivement vendredi,MISC
On se retrouve à la cafétéria,MISC
Tu as l'heure s'il te plaît ?,MISC
Je prends le train de 18h,MISC
Il pleut des cordes dehors,MISC
Tu as passé de bonnes vacances ?,MISC
Je dois passer à la pharmacie,MISC
La machine à café est en panne,MISC
On commande des sushis ou des pizzas ?,MISC
Je n'ai pas entendu mon réveil,MISC
Tu rentres en voiture ou en bus ?,MISC
J'ai oublié mes clés à la maison,MISC
Il y a des bouchons sur le périph,MISC
Tu veux un morceau de gâteau ?,MISC
Je vais faire une petite pause,MISC
Salut comment ça va aujourd'hui ?,MISC
Je suis bloqué dans l'ascenseur,MISC
Tu as prévu quoi pour ce soir ?,MISC
Le soleil se couche tôt en hiver,MISC
Je n'ai plus de batterie sur mon téléphone,MISC
Tu peux me passer le sel ?,MISC
J'ai faim je mangerais n'importe quoi,MISC
Il faut arroser les plantes,MISC
C'est l'anniversaire de qui aujourd'hui ?,MISC
Je vais chercher mon colis en bas,MISC
Tu as bien dormi cette nuit ?,MISC
Le restaurant est fermé le lundi,MISC
Je ne trouve plus mon stylo bleu,MISC
Il fait une chaleur étouffante,MISC
On se voit demain matin,MISC
Tu as fini ton assiette ?,MISC
Je vais aux toilettes je reviens,MISC
Le temps passe trop vite,MISC
Tu as des nouvelles de Thomas ?,MISC
Je dois renouveler mon passeport,MISC
La chaise est bancale,MISC
On partage un taxi pour rentrer ?,MISC
Il y a une grève des transports,MISC
Tu préfères le thé ou le café ?,MISC
Je suis allé au cinéma hier,MISC
C'est quand les prochaines vacances ?,MISC
Je dois faire mes courses ce soir,MISC
La lumière du couloir ne marche plus,MISC
Tu as vu mes lunettes de soleil ?,MISC
Je suis pressé je dois y aller,MISC
Il y a du vent aujourd'hui,MISC
Tu viens courir avec moi ?,MISC
Je n'aime pas trop ce plat,MISC
Le parking est complet,MISC
Tu as reçu mon message ?,MISC
Je vais prendre l'air cinq minutes,MISC
C'est calme aujourd'hui c'est agréable,MISC
Tu as changé de parfum ?,MISC
Je dois aller chez le coiffeur,MISC
Le film était vraiment nul,MISC
Tu as déjà mangé dans ce coin ?,MISC
Je cherche une place pour me garer,MISC
Il neige on ne voit plus la route,MISC
Tu as pensé à éteindre la lumière ?,MISC
Je suis allergique aux chats,MISC
C'est quelle ligne de bus ?,MISC
Tu as un chargeur iPhone ?,MISC
Je vais faire une sieste,MISC
Le bruit des travaux est pénible,MISC
Tu as vu la nouvelle série Netflix ?,MISC
Je ne bois pas d'alcool merci,MISC
Il faut sortir les poubelles,MISC
Tu as froid toi aussi ?,MISC
Je vais marcher un peu,MISC
La fenêtre est ouverte,MISC
Tu as fait du sport ce weekend ?,MISC
Je suis passé par le parc,MISC
Il y a trop de monde ici,MISC
Tu as réservé tes billets ?,MISC
Je n'ai pas de monnaie sur moi,MISC
C'est un joli endroit,MISC
Tu connais un bon plombier ?,MISC
Je dois récupérer les enfants,MISC
Le ciel est tout gris,MISC
Tu as lu ce livre ?,MISC
Je vais me coucher tôt,MISC
C'est la fin de la semaine enfin,MISC
